anvisningsenhedsNummer;anvisningsenhedsNavn;dawaID;vejNavn;husNummer;supplerendeBynavn;postNummer;byNavn;kommuneKode;etage;doer;geoBredde;geoLaengde;vejKode;instType3;email;telefonNummer;cvrNummer;pNummer;senestOpdateret;daginstitutionsNummer
G11090;Børnehuset Humlebien;0a3f50a2-1f57-32b8-e044-0003ba298018;Ceresvej;9;;1863;Frederiksberg C;147;;;55.67971312;12.53717303;133;6012;humlebien@mail.dk;21559294;15927305;1001002353;02-12-2021 12:00:33;G11089
G11094;Børnehuset ved den Kongelige Porcelænsfabrik;77541ade-8469-4c39-a714-942ec76c4f4a;Virginiavej;7;;2000;Frederiksberg;147;;;55.67865278;12.52496551;829;6012;leder@virginiavej7.dk;71991973;58370010;1003126819;01-12-2021 19:03:27;G11093
G11096;Mariehønen;0a3f50a2-767a-32b8-e044-0003ba298018;Kong Georgs Vej;40;;2000;Frederiksberg;147;;;55.68836503;12.53485732;475;6011;leder@mariehoenen-frederiksberg.dk;38866662;18171228;1002991643;02-12-2021 08:20:40;G11095
G11098;Montesorri International Preschool;0a3f507b-5285-32b8-e044-0003ba298018;Maglekildevej;8;;1853;Frederiksberg C;147;;;55.67539;12.53669034;529;6011;frederiksberg@montessoripreschool.dk;35114911;36028165;1019518600;01-12-2021 18:44:21;G11097
G11100;Prins Henriks Skole - Børnehave;0a3f50a2-412c-32b8-e044-0003ba298018;Frederiksberg Alle;22A;;1820;Frederiksberg C;147;;;55.67409084;12.5481142;265;6011;lfph@lfph.dk;33212048;51910710;1001977716;15-12-2021 16:06:57;G11099
G11134;Stenurten vuggestue og børnehave;0d188cb2-0984-4525-b306-b978964e2ac3;Vodroffs Tværgade;5C;;1909;Frederiksberg C;147;st;th;55.67542409;12.55208764;835;6012;Stenurten@mail.dk;33311722;82025111;1003205421;15-12-2021 13:30:41;G11133
G11146;Kongelyset;0a3f507b-5026-32b8-e044-0003ba298018;Kongensvej;1;;2000;Frederiksberg;147;;;55.6769428;12.52002779;472;6012;info@kongelyset.net;91523777;26214610;1008646607;14-02-2022 13:23:31;G11145
G11195;Skovlunde Menighedsbørnehave;27e6a73e-9c36-4261-8421-35eab877471b;Torvevej;17;;2740;Skovlunde;151;;;55.72437051;12.40832227;685;6011;mail@skovlundembh.dk;51826656;24197905;1006398637;02-12-2021 08:46:51;G11194
G11197;Privat Rosenlund;755da077-aed8-46ec-a3b1-7d7241332f24;Tangevej;46;;2740;Skovlunde;151;;;55.71139788;12.39445743;677;6011;rivsen@hotmail.com;61779982;24199681;1006400371;02-12-2021 08:35:42;G11196
G11199;Rudolf Steiner børnehaven Brombærhuset;e9b0ee78-d7d6-401d-8a41-6e963a1a57b9;Stokholtbuen;25;;2730;Herlev;151;;;55.73590768;12.40593961;663;6014;mail@michaelskolen.dk;44849898;58333816;1002078849;15-12-2021 13:21:33;G11198
G11201;Børnehuset Regnbuen;43bc674a-b7d4-4a8b-80cc-b16edbb02689;Magleparken;77;;2750;Ballerup;151;;;55.71288244;12.36350656;221;6012;;44771660;58271713;1021652365;13-06-2019 09:57:34;G11200
G11202;Børnehuset Sesam;1178bb93-a4e7-4142-951f-c6e56b4a1b9a;Magleparken;18B;;2750;Ballerup;151;;;55.71921925;12.36066719;221;6012;;44773979;58271713;1003259996;13-06-2019 09:57:34;G11200
G11203;Børnehuset Birkegården;af24f31e-6400-404e-bda7-9c1b18a39ea1;Hold-An Vej;158;;2750;Ballerup;151;;;55.71817374;12.35574707;152;6012;;44773912;58271713;1021652357;13-06-2019 09:57:34;G11200
G11204;Børnehuset Globen;7aa874f7-1e82-42fc-9d53-08c715d8b12e;Magleparken;18A;;2750;Ballerup;151;;;55.71923827;12.36142018;221;6012;;44771622;58271713;1021652373;13-06-2019 09:57:35;G11200
G17419;Dagplejen;0a3f507b-6e48-32b8-e044-0003ba298018;Kornvænget;32;;2750;Ballerup;151;;;55.72467639;12.35774866;185;6013;;;58271713;1020848827;10-06-2020 17:09:46;G11200
G11323;Klokkeblomst;0a3f507b-d5e5-32b8-e044-0003ba298018;Dalstrøget;133;;2870;Dyssegård;157;;;55.7378101;12.51988028;133;6011;klokkeblomst@klokkeblomst.org;23412317;54344112;1003104106;01-12-2021 17:22:34;G11322
G11325;Kong Chr. Ix Og Dr. Louises Asyl (Privat;8509d7cf-2e99-4f93-829e-cbb1612ac95d;Ordruphøjvej;7;;2920;Charlottenlund;157;;;55.76019393;12.56828791;617;6011;boernehaven@ordrupasyl.dk;39633119;21310697;1004842349;02-12-2021 09:35:42;G11324
G11362;Vidar Skolens børnehave, Regnbuen;0a3f507b-d25b-32b8-e044-0003ba298018;Brogårdsvej;55;;2820;Gentofte;157;;;55.75423007;12.53232946;87;6011;kontor@vidarskolen.dk;39657118;10924510;1018291939;01-12-2021 20:03:45;G11361
G11364;Stepping Stones International Preschool;f1d6bf27-5314-49f0-a016-2dec8110f001;Bernstorffsvej;230;;2920;Charlottenlund;157;;;55.75506795;12.55858358;54;6012;info@steppingstones.dk;23695000;27710921;1021602511;14-02-2022 12:00:25;G11363
G11438;Børnehaven Solvangen;0a3f50a4-bfaf-32b8-e044-0003ba298018;Nørre Alle;34;;2600;Glostrup;161;;;55.67004577;12.40060634;373;6011;info@bh-solvangen.dk;43961963;24191346;1006392330;14-02-2022 14:07:38;G11437
G11440;Fuglekær;0a3f507c-5a18-32b8-e044-0003ba298018;Dommervangen;1;;2600;Glostrup;161;;;55.67090053;12.40851875;71;6012;;43468510;65120119;1015168974;23-08-2019 10:39:23;G11439
G11442;Spirehuset;0a3f50a4-cbf1-32b8-e044-0003ba298018;Vestergårdsvej;16A;;2600;Glostrup;161;;;55.6657152;12.37804111;524;6012;;24916057;65120119;1003265351;13-06-2019 09:58:00;G11441
G11444;Engtoften;0a3f507c-6b12-32b8-e044-0003ba298018;Vestervej;25;;2600;Glostrup;161;;;55.6669376;12.39037228;528;6012;;43468632;65120119;1018295586;23-08-2019 10:39:23;G11443
G11446;Essedalen;a7049ca8-d454-49c5-8088-0f404772243d;Essedal;12;;2600;Glostrup;161;;;55.67243923;12.41297509;141;6012;;43468520;65120119;1003264975;13-06-2019 09:58:00;G11445
G11448;Perlen;312110cb-d987-4f41-aa1d-055f1ba1bb3a;Bakken;2;;2600;Glostrup;161;;;55.66979072;12.38615398;17;6012;;43468611;65120119;1006402568;13-06-2019 09:58:00;G11447
G11450;Skovager;b62b685c-df5a-4943-96ef-219ecadf6f79;Stenager;191;;2600;Glostrup;161;;;55.68128677;12.40458462;470;6012;;43457821;65120119;1003265284;14-10-2020 06:19:26;G11449
G11453;Ejbyvang;269a1ea9-e81b-4adc-93c1-8e0821e9029c;Statenevej;1;;2600;Glostrup;161;;;55.69655509;12.40586624;463;6012;;29464399;65120119;1003265016;13-06-2019 09:58:01;G11452
G11455;Hvissingegården;48349521-b425-40ae-b563-dd93011e2864;Hvissingegade;17;;2600;Glostrup;161;;;55.67873358;12.41517627;215;6012;;43458916;65120119;1003265107;13-06-2019 09:58:01;G11454
G11457;Rosenåen;9a472255-ae85-4f03-ae2c-0214af5f83c2;Ørnebjergvej;10;;2600;Glostrup;161;;;55.66222461;12.40471062;543;6012;;43967957;65120119;1003265399;16-05-2023 08:40:01;G11456
G11461;Skoven;655c297b-7b9d-446f-93f3-c3e72a3d1c77;Bøgeskoven;203;;2600;Glostrup;161;;;55.68357159;12.41692879;605;6012;;43435620;65120119;1020692967;10-09-2020 10:36:55;G11460
G11484;Kantatehuset;0a3f507c-8134-32b8-e044-0003ba298018;Kantatevej;8;;2730;Herlev;163;;;55.71601086;12.44169505;4431;6012;stine.hirsvang@herlev.dk;44525905;63640719;1019641674;06-09-2022 06:45:04;G11483
G11486;Æblehuset;7aa79454-0de5-414d-8576-800231e589d4;Dalbugten;30;;2730;Herlev;163;;;55.73695134;12.413378;886;6012;lars.danielsen@herlev.dk;44525992;63640719;1019641704;06-04-2021 11:44:33;G11485
G11488;Lindehøj Børnehus;d9455bff-1219-49e5-bad7-aa1af39f9079;Rørløkken;117;;2730;Herlev;163;;;55.73379848;12.41931482;6745;6012;Fonne.toft@herlev.dk;44840215;63640719;1019641690;24-10-2022 09:15:05;G11487
G11490;Kachotten;0a3f507c-7793-32b8-e044-0003ba298018;Elverhøjen;8;;2730;Herlev;163;;;55.7211637;12.44947813;1477;6012;louise.dossing@herlev.dk;44525997;63640719;1017745928;06-09-2022 06:45:04;G11489
G11636;Børnegalaxen Taastrup;4d573aa2-97d4-4010-a833-e3b7d4334c33;Erik Husfeldts Vej;2H;Høje Taastrup;2630;Taastrup;169;;;55.64067646;12.26508996;1530;6012;sb@taastrup.børnegalaxen.dk;42909916;36225254;1020032568;01-12-2021 16:26:50;G11635
G11767;Børnehuset Ved Damhussøen;0f1086fd-b77e-41fc-915d-e2526fb8b6aa;Annexgårdsvej;5B;;2610;Rødovre;175;;;55.67340357;12.46902;21;6014;ho@bhvd.dk;24948388;36604611;1020410597;01-12-2021 19:24:39;G11766
G11873;Børnegalaxen;0a3f50a8-181f-32b8-e044-0003ba298018;Nygårdterrasserne;225A;;3520;Farum;190;;;55.82155028;12.37589206;445;6012;;44999295;33442262;1016703954;09-12-2021 07:21:18;G11872
G11875;Verdens Børn;0a3f50a8-1a84-32b8-e044-0003ba298018;Paltholmterrasserne;20A;;3520;Farum;190;;;55.81821535;12.37645177;460;6012;info@verdensboern.org;26293176;34208336;1017399264;09-12-2021 07:20:04;G11874
G11877;Espebo Børnecenter;5b2b4b76-4083-408f-8b58-145eb947e630;Ryetvej;157;;3500;Værløse;190;;;55.78914668;12.36122909;500;6012;;72358260;69525415;1006746800;13-06-2019 09:58:43;G11876
G11879;Børnehaven Skomagerbakken;78d0deb5-99d3-4bd7-864f-538e6b8865f9;P E Rasmussensvej;3;;3520;Farum;190;;;55.80754692;12.35982499;457;6011;;42951030;12989210;1002933078;13-06-2019 09:58:43;G11878
G11881;Børnehaven Lille Bjørn;77d449ae-c7f5-44b7-a708-c52fdf44b405;Kålundsvej;24;;3520;Farum;190;;;55.80759307;12.35575458;372;6011;;44953618;22906216;1003011074;13-06-2019 09:58:44;G11880
G11883;Farum Skovbørnehave;0a3f50a8-0ae8-32b8-e044-0003ba298018;Frederiksborgvej;57;;3520;Farum;190;;;55.80819404;12.38044599;203;6014;mail@farumskovboernehave.dk;26130188;10041686;1000008061;01-12-2021 20:53:49;G11882
G11915;Børnehaven Takshaven;404cde88-d08b-460a-8894-58080ae84f74;Takshaven;2A;;3450;Allerød;201;;;55.87518052;12.33507695;8504;6011;ctg@takshaven.dk;48175150;47067014;1001891423;01-12-2021 19:31:42;G11914
G11917;Blovstrød Børnehus;fb70203a-bc41-44f7-bb8d-b4a6673d9785;Byagervej;2;;3450;Allerød;201;;;55.86739239;12.38357359;963;6012;blovstroed.boernehus@alleroed.dk;48127620;60183112;1003275642;31-03-2023 08:30:06;G11916
G11933;Ravnsholt klyngen;40b8f94a-e34f-4f76-953e-f489dfcc2a76;Søparken;1B;;3450;Allerød;201;;;55.85683616;12.34410731;8445;6012;ravnsholtklyngen@alleroed.dk;21341915;60183112;1021423374;31-03-2023 07:09:25;G11932
G25222;Skovsneppen;0a3f50a7-d2c0-32b8-e044-0003ba298018;Søparken;1;;3450;Allerød;201;;;55.85512269;12.34343228;8445;6011;ravnsholtklyngen@alleroed.dk;51205587;60183112;1021423374;15-05-2023 10:00:15;G11932
G11935;Børnehuset Molevitten;0a3f50a7-b8b4-32b8-e044-0003ba298018;Elmedalen;2C;;3540;Lynge;201;;;55.83966303;12.27319491;1675;6012;molevitten@alleroed.dk;30625474;60183112;1003275678;08-05-2023 12:30:07;G11934
G11983;Ålsgårde Private Børnehave;91a29fe3-ca08-429c-8278-46a289953abf;Jæmtlandsvej;2;;3140;Ålsgårde;217;;;56.07491591;12.5415396;3976;6011;kontakt@aabh3140.dk;22783434;26169917;1003279867;01-12-2021 17:05:52;G11982
G11987;Børnehaven Regnbuen Privat;0a3f50a9-97fb-32b8-e044-0003ba298018;Uffesvej;8;;3000;Helsingør;217;;;56.04105365;12.59096419;9099;6011;mette@regnbuen-helsingor.dk;32501008;10621704;1018385097;14-02-2022 14:58:56;G11986
G11989;Skorpebørnehaven;0a3f507f-c851-32b8-e044-0003ba298018;Nordre Strandvej;129;;3150;Hellebæk;217;;;56.0713098;12.55319134;5675;6011;bornehaven@skorpeskolen.dk;31693384;34544581;1017835056;02-12-2021 09:36:37;G11988
G11993;Kvistgård Private Børnehus;0a3f50a9-60ac-32b8-e044-0003ba298018;Munkegårdsvej;1;;3490;Kvistgård;217;;;55.98807542;12.50318665;5482;6012;leder@kvistgaardbornehus.dk;88876970;34401209;1017715336;01-12-2021 18:47:50;G11992
G11995;Ellekildehus Skovbørnehave;0a3f50a9-65bf-32b8-e044-0003ba298018;Nordre Strandvej;289;;3140;Ålsgårde;217;;;56.08715563;12.51083683;5675;6011;leder@ellekildehus.dk;20124289;29574944;1012361595;01-12-2021 19:20:22;G11994
G11997;Børnehuset Stauninggården;0a3f50a9-36ae-32b8-e044-0003ba298018;Gl Hellebækvej;71A;;3000;Helsingør;217;;;56.05010864;12.57945288;2316;6012;info@stauninggaarden.dk;30721713;35984933;1019658615;01-12-2021 19:26:17;G11996
G12104;Skov- Og Musikbørnehaven Koglerne;0a3f50aa-0a58-32b8-e044-0003ba298018;Folehavevej;66;;2970;Hørsholm;223;;;55.87020778;12.51188295;2329;6011;info@koglernes.dk;23205768;13492506;1002938755;14-02-2022 12:39:16;G12103
G12106;Ahornhuset;16d19f5b-e47c-16bd-e044-0003ba298018;Ahornvej;50C;;2970;Hørsholm;223;;;55.88771988;12.4889545;102;6011;ledelsen@ahornhuset.dk;45864206;24197662;1006398388;01-12-2021 17:20:39;G12105
G12108;Selmers Børnehus;b3b9dc30-e806-422e-8a0e-01d5673a623d;Ørbæksvej;32;;2970;Hørsholm;223;;;55.88194918;12.50629035;9627;6012;mail@selmers.dk;45860632;33723903;1016984783;14-02-2022 15:02:36;G12107
G12110;Børnehuset I Vallerød;4507f5e7-405b-475c-9b97-d0c92f887a05;Stadionalle;6;;2960;Rungsted Kyst;223;;;55.893163;12.51905402;8256;6012;mail@bornehusetivallerod.dk;45861777;52197910;1003098725;01-12-2021 17:12:23;G12109
G12112;Usserød Vuggestue;16d19f5b-e47b-16bd-e044-0003ba298018;Ahornvej;50A;;2970;Hørsholm;223;;;55.88775274;12.49043572;102;6010;leder@usseroedvuggestue.dk;51959628;15257830;1002969536;01-12-2021 19:42:41;G12111
G12114;Usserødhave;a90e6eb0-084a-4fd4-9d92-0c68e4b323fb;Ahornvej;50B;;2970;Hørsholm;223;;;55.88771568;12.48973949;102;6014;ledelsen@usseroedhave.dk;26272994;24199657;1006400334;01-12-2021 19:53:54;G12113
G12153;Det lille børnehus tryllefløjten;0a3f50a6-de8a-32b8-e044-0003ba298018;Langebjerg;40;;2850;Nærum;230;;;55.81087483;12.52772129;369;6012;lederen@bornehuset-trylleflojten.dk;45805653;33440464;1016700785;02-12-2021 10:46:43;G12152
G12157;Vængebo Private Børnehus;0a3f50a6-e98c-32b8-e044-0003ba298018;Rudersdalsvej;91A;Øverød;2840;Holte;230;;;55.81786824;12.48650189;500;6012;info@vaengbeo.dk;45484843;10726808;1003272266;01-12-2021 08:10:55;G12156
G12159;Børnehaven Gøngehesten;0a3f50a7-e8ee-32b8-e044-0003ba298018;Gøngehusvej;278;;2970;Hørsholm;230;;;55.84878154;12.49231377;226;6012;leder@goengehesten.dk;51942229;21697346;1005132712;02-12-2021 12:09:04;G12158
G12174;Rudolf Steiner børnehaven Rønnebærhuset;8d0ab14b-3b51-46af-9b4d-66c27a74e224;Kongevejen;466;Øverød;2840;Holte;230;;;55.8252772;12.46319648;350;6012;eva@ronnebaerhuset.dk;93833931;13029679;1002933534;15-12-2021 13:46:55;G12173
G12221;Børnehuset Møllevang;c4447c54-edcd-4df7-9425-2ff8cdaf4a4d;Møllevangen;2;;3550;Slangerup;250;;;55.84025639;12.16274639;858;6012;moellevang@titibo.dk;61511380;26457939;1010181840;15-12-2021 12:08:03;G12220
G12223;Svanholm Børnehus;2a310e3f-4097-41a6-a622-3d7982ff4ff0;Svanholm Gods;5B;;4050;Skibby;250;;;55.78313928;11.93987313;1545;6012;leder@svanholmbornehus.dk;47566610;28920326;1011633966;15-12-2021 12:11:03;G12222
G12225;Nydningen Slangeup Private Skov- og Naturbørnehave;5a5a4756-8b56-4438-bb74-707e2c243a74;Engledsvej;2;Lindholm;3550;Slangerup;250;st;;55.83625602;12.216063;290;6011;nicoline@nydningen.info;26120474;36161450;1019797437;01-12-2021 16:19:59;G12224
G12264;Lundegården Privat;7b2d89af-6392-4e86-8337-842f43fb1942;Lundegårdshegnet;5;;4030;Tune;253;;;55.59554346;12.19167344;4754;6011;kontakt@lfbh.dk;42372363;34782679;1018342789;14-02-2022 13:50:29;G12263
G12266;Nældebjerg Privat;4342ef01-3e6b-4298-8d57-786e31aa7c3d;Pileås;22;;2670;Greve;253;;;55.58166815;12.28375029;6520;6012;dp@naeldebjerg.dk;43901059;29260966;1011992575;01-03-2022 09:43:40;G12265
G12307;Køge Børneasyl;38e56f2e-91e5-4b9c-972d-09f53ab2c077;Kirkestræde;10;;4600;Køge;259;;;55.45749169;12.1819766;4527;6012;postkasse@koegeboerneasyl.dk;56650170;42710016;1006554961;09-12-2021 07:33:19;G12306
G12309;Ærtebjerghave Børnecenter;0a3f50ab-5dc1-32b8-e044-0003ba298018;Buen;1;;4623;Lille Skensved;259;;;55.50839513;12.133258;1240;6012;leder@aebc.dk;74750000;35427015;1019329476;01-12-2021 16:49:08;G12308
G12311;Lyngens Børnehave;0a3f50ab-7e9b-32b8-e044-0003ba298018;Nylandsvej;14;;4600;Køge;259;;;55.48498029;12.17911167;6103;6011;;56676450;25527623;1007809316;13-06-2019 09:59:30;G12310
G12313;Fuglevængets Børnehus;fc24f3d6-af8e-417d-b39b-c3336eabd190;Fuglsangsstien;12;;4600;Køge;259;;;55.47204502;12.1787674;2640;6012;;56676350;23366819;1006387867;13-06-2019 09:59:30;G12312
G12315;Ølsemagle Børnegård;76cf440d-5874-4b24-a0a6-46e920c97851;Rishøjvej;3;;4600;Køge;259;;;55.49325018;12.1776712;6809;6012;;56676380;26576318;1006470956;13-06-2019 09:59:31;G12314
G12317;Troldehøjen Børnehave;86a4a699-1c99-4a59-be33-dee23ad05c21;Tessebøllevej;1A;;4681;Herfølge;259;;;55.41520491;12.1476368;8330;6011;;56676110;25527801;1007809464;13-06-2019 09:59:31;G12316
G12319;Blåbærhuset;626dea28-0c21-42a3-a193-e0aac057b4e3;Blåbærvej;6;;4600;Køge;259;;;55.44498922;12.16048931;869;6012;;56676440;73038812;1006780903;13-06-2019 09:59:31;G12318
G12321;Sct. Georgsgården Bhv.;c4abd7d0-f964-4c84-9a24-b557f3fca219;Rønnevej;21;;4140;Borup;259;;;55.49662685;11.98152977;221;6011;;57526349;29189374;1003090645;13-06-2019 09:59:31;G12320
G12325;Skovsneglen;0a3f50ab-7b98-32b8-e044-0003ba298018;Markledet;20;Lellinge;4600;Køge;259;;;55.46213142;12.07936671;5668;6012;info@skovsneglen-lellinge.dk;23877055;17896202;1001384135;07-12-2021 14:52:27;G12324
G12327;Ved Skoven;0a3f50ab-9a7c-32b8-e044-0003ba298018;Valløvej;1;;4600;Køge;259;;;55.41510114;12.21205128;8910;6011;steinerskov@hotmail.com;56266430;15408677;1000918632;14-02-2022 15:00:07;G12326
G12329;Gemsevejens Børnehus;0a3f50ac-3b10-32b8-e044-0003ba298018;Gemsevej;23;Ejby;4623;Lille Skensved;259;;;55.4880657;12.08107096;77;6012;gemsevej@titibo.dk;40648783;26457939;1010181794;09-12-2021 07:32:48;G12328
G12331;Asgård Børnehus;04f755f5-98e1-4028-8f23-df0c2a928883;Norsvej;6;;4600;Køge;259;;;55.47254332;12.16476305;6090;6012;;56672699;29189374;1014430624;13-06-2019 09:59:32;G12330
G12332;Børnehuset Firkløveret;0a3f50ab-7eca-32b8-e044-0003ba298018;Nylandsvej;115;;4600;Køge;259;;;55.49748954;12.18663122;6103;6012;;56676320;29189374;1003041224;13-06-2019 09:59:32;G12330
G12333;Moseengens Børnehus;0a3f50ab-7243-32b8-e044-0003ba298018;Karlemosevej;46;;4600;Køge;259;;;55.48229306;12.171031;4390;6012;;56654855;29189374;1003286710;13-06-2019 09:59:32;G12330
G12334;Rishøjens børnehus;0a3f50ab-8a6a-32b8-e044-0003ba298018;Rishøjvej;1B;;4600;Køge;259;;;55.49373858;12.1777568;6809;6012;;56676390;29189374;1003286965;02-06-2022 10:26:17;G12330
G12335;Børnehuset Spiren;7686c94a-1573-07bb-e044-00144f3ead67;Søndre Centervej;2;;4600;Køge;259;;;55.47795239;12.17267434;8155;6012;;56676130;29189374;1003460093;13-06-2019 09:59:33;G12330
G12336;Børnehuset Basen;0a3f50ab-8a6b-32b8-e044-0003ba298018;Rishøjvej;5;;4600;Køge;259;;;55.49297903;12.17876468;6809;6012;;;29189374;1023927922;13-06-2019 09:59:33;G12330
G25230;Børnehuset Nordlys;4331b865-9395-4d54-a534-b99cb78ad395;Rishøjvej;1C;;4600;Køge;259;;;55.49374825;12.17914566;6809;6012;;61667024;29189374;1029133839;24-05-2023 09:22:56;G12330
G12338;Alkereden;0a3f50ab-5efc-32b8-e044-0003ba298018;Byvej;33;;4682;Tureby;259;;;55.3802949;12.07481531;1394;6012;;56672790;29189374;1009752389;13-06-2019 09:59:33;G12337
G12339;Fogedgården;32df1b57-7ac5-4b56-8e79-d295ccca226c;Fogedvej;4;Ejby;4623;Lille Skensved;259;;;55.48896847;12.07292606;64;6012;;56676804;29189374;1003288774;13-06-2019 09:59:33;G12337
G12341;Holmebækkens Børnehus;0a3f50ab-876e-32b8-e044-0003ba298018;Pogebanken;5;;4681;Herfølge;259;;;55.40347565;12.13687478;6489;6012;;56676240;29189374;1003286874;13-06-2019 09:59:33;G12337
G12342;Solsikken;d42b55e4-ea4e-4946-bf44-00dac048e3aa;Mellemmarksvej;13;;4681;Herfølge;259;;;55.40291013;12.1439697;5691;6012;;88701380;29189374;1003286837;13-06-2019 09:59:34;G12337
G12343;Torpgårdens Børnehus;0a3f50ab-a001-32b8-e044-0003ba298018;Østertorp;67;;4681;Herfølge;259;;;55.40977511;12.14483625;9672;6012;;56218570;29189374;1021802391;13-06-2019 09:59:34;G12337
G12345;Labyrinten;57996942-650e-4a9d-96ef-293edd65e71f;Ravnsborgvej;14;;4600;Køge;259;;;55.4420963;12.16997702;6635;6012;;56676980;29189374;1004837127;13-06-2019 09:59:34;G12344
G12346;Regnbuen;0a3f50ab-78d3-32b8-e044-0003ba298018;Lerbæk Torv;5;;4600;Køge;259;;;55.43811904;12.14975895;5115;6012;;56676250;29189374;1003286795;13-06-2019 09:59:34;G12344
G12347;Valhalla;0a3f50ab-939a-32b8-e044-0003ba298018;Søbækvej;1;;4600;Køge;259;;;55.43834958;12.14679054;8109;6012;;56657581;29189374;1003449972;13-06-2019 09:59:34;G12344
G12348;Valmuen;0a3f50ab-61a2-32b8-e044-0003ba298018;Egøjevej;72;;4600;Køge;259;;;55.44728762;12.17752677;1919;6012;;56656675;29189374;1003286655;13-06-2019 09:59:34;G12344
G25170;Børnehuset Ravnsborg;ece8e519-8d85-4488-bab5-9a436b177983;Ravnsborgvej;3B;;4600;Køge;259;;;55.4421906;12.17581047;6635;6012;;;29189374;1028884644;17-01-2023 07:40:28;G12344
G23629;Den Grønne Planet;0a3f50ab-8667-32b8-e044-0003ba298018;Parkvej;120;;4600;Køge;259;;;55.45083723;12.16207661;6356;6012;;;29189374;1026240855;23-11-2020 15:42:06;G12349
G12350;Frændehus;e889d103-fddf-4c33-b128-88cde7b03566;Sankt Gertrudsstræde;30;;4600;Køge;259;;;55.45868373;12.17873558;7062;6012;;56676300;29189374;1016894598;13-06-2019 09:59:35;G12349
G12351;Idrætsbørnehaven;14a38808-fc2e-483a-b780-90b167a05fa1;Ved Stadion;2A;;4600;Køge;259;;;55.46708013;12.17801575;8992;6011;;56676940;29189374;1013757247;13-06-2019 09:59:35;G12349
G12352;Mælkebøtten;d2f6799c-c7e6-4314-89d9-1271656368ed;Frihedsvej;12;;4600;Køge;259;;;55.46555784;12.1771434;2607;6012;;56676990;29189374;1003286667;13-06-2019 09:59:35;G12349
G12353;Børnehuset Solstrålen;15286690-3912-42fd-8dac-f0a2e47fc786;Gymnasievej;28;;4600;Køge;259;;;55.45361543;12.16176702;3259;6012;;56676900;29189374;1003441612;13-06-2019 09:59:35;G12349
G12354;Svalen;;Boholtevej;99;;4600;;259;;;;;;6012;;56676310;29189374;1003286606;13-06-2019 09:59:35;G12349
G12355;Tumlehuset;0a3f50ab-67f0-32b8-e044-0003ba298018;Gymnasievej;24;;4600;Køge;259;;;55.45377589;12.16266501;3259;6012;;56672570;29189374;1006789420;13-06-2019 09:59:35;G12349
G12357;Dueslaget;605119b6-97ba-49e8-9340-abe6c255b704;Duehusvej;1;;4632;Bjæverskov;259;;;55.46040301;12.04104168;36;6012;;88701360;29189374;1004340351;13-06-2019 09:59:36;G12356
G12358;Børnehuset Guldminen;7c95bec6-e936-4186-ba95-d4dbd9d299fa;Ejbovej;2;;4632;Bjæverskov;259;;;55.4613173;12.041845;47;6012;;88701360;29189374;1017918458;13-06-2019 09:59:36;G12356
G12359;Gørslev Børnehus;ed01c3d7-86a7-4bea-ba68-54ca02a96899;Lundegårdsvej;2;Gørslev;4100;Ringsted;259;;;55.42939965;11.98239562;161;6012;;24988472;29189374;1018957643;13-06-2019 09:59:36;G12356
G12360;Møllehøj;0a3f50ac-455a-32b8-e044-0003ba298018;Parkvej;13;;4140;Borup;259;;;55.50120751;11.97863343;195;6012;;88701400;29189374;1003288956;13-06-2019 09:59:36;G12356
G12361;Børnehuset Perlen;7d4310b9-4b81-4568-8af7-f5fdfc94004b;Parkvej;8;;4140;Borup;259;;;55.50091258;11.98060739;195;6012;;56676239;29189374;1003288944;13-06-2019 09:59:36;G12356
G12362;Vemmedrup Børnehave;350b73d6-b980-433c-a2fb-8780c23c2dfb;Ahornvej;1B;Vemmedrup;4632;Bjæverskov;259;;;55.46627502;12.07202963;1;6011;;56676295;29189374;1003288725;13-06-2019 09:59:36;G12356
G12323;Hop-La;78bb4ea7-8ff1-4914-e044-00144f3ead67;Hovedgaden;65;;4140;Borup;259;;;55.50313006;11.97636719;105;6012;;;29189374;1025187055;16-12-2020 12:46:07;G12356
G24102;Væksthuset;2ef37ef2-3c40-434f-bafc-88edf8f60d2b;Gartnervej;18;;4632;Bjæverskov;259;;;55.45946629;12.05818979;74;6012;;;29189374;1026939743;11-05-2021 09:38:54;G12356
